code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
20506,"Pois cassé, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,8.6,16.3,1.49,7.95,3.85,64.9,24.7,0.19,2.09,2.0,20.9,0.28,134.0,327.0,2.2,4.5,0.65,0.0,10.0,0.0,0.19,4.5,,0.85,0.15,0.06,0.71,0.44,0.094,119.0,0.0
20507,"Pois chiche, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,147.0,8.31,17.7,3.0,8.2,0.3,62.0,72.0,0.24,1.3,20.0,44.0,0.86,140.0,170.0,20.0,10.9,1.1,0.0,13.0,0.25,1.22,2.53,,0.5,0.06,0.027,0.21,0.14,0.09,84.4,
20508,"Haricot flageolet, appertisé, égouttés","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.1,12.2,0.79,6.3,0.2,72.0,63.1,0.1,1.3,10.0,26.5,0.1,86.0,281.0,2.2,293.0,0.1,0.0,50.0,0.0,0.37,,,1.0,0.07,0.16,0.79,0.05,0.05,23.0,0.0
20510,"Lentille, cuisinée, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.28,11.8,0.64,4.0,0.42,73.5,21.0,0.12,1.67,3.0,15.8,0.4,82.7,178.0,2.8,230.0,0.55,0.0,25.0,0.0,0.19,,,,0.083,0.043,0.43,0.2,0.12,11.0,0.0
20511,"Haricot blanc, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.57,10.9,0.4,7.0,0.52,70.1,73.0,0.23,2.99,3.0,51.0,0.52,91.0,454.0,,270.0,1.12,0.0,0.0,0.0,0.79,2.9,,0.0,0.096,0.037,0.11,0.19,0.075,65.0,0.0
20513,"Haricot flageolet, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,112.0,6.75,12.0,1.1,13.8,0.3,66.9,120.0,0.19,1.7,20.0,33.0,0.8,110.0,260.0,20.0,9.3,0.67,,5.48,0.25,0.08,4.37,,0.5,0.03,0.017,0.32,0.061,0.039,31.1,
20524,"Haricot rouge, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,,8.31,13.0,0.97,7.0,1.0,68.9,58.0,0.28,1.5,,29.0,0.38,118.0,250.0,,269.0,0.74,0.0,0.0,0.0,,,,0.2,0.06,0.015,0.42,,,23.0,0.0
20531,"Haricot mungo, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,7.54,11.9,0.55,6.4,2.01,72.5,53.0,0.14,1.75,,63.0,0.41,156.0,231.0,,7.0,0.83,0.0,19.0,0.0,0.15,2.7,,1.0,0.15,0.075,1.5,0.43,0.058,94.0,0.0
20532,"Pois chiche, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.74,15.0,2.68,5.45,0.5,72.1,41.2,0.21,1.15,,27.5,0.67,82.5,135.0,23.3,216.0,0.93,0.0,11.5,0.0,0.29,3.4,,0.1,0.03,0.015,0.14,0.3,0.29,36.5,0.0
20540,"Haricot flageolet, vert, bouilli/cuit à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,5.63,15.8,1.1,16.5,0.5,63.0,68.0,0.18,1.8,20.0,32.0,0.47,97.0,360.0,50.0,28.2,0.6,0.0,10.0,0.5,0.08,1.45,,0.5,0.072,0.02,0.31,0.065,0.064,34.6,0.0
20542,"Fève, pelée, surgelée, cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.4,9.0,0.5,2.9,0.2,80.7,31.0,0.17,1.3,20.0,22.0,0.18,97.0,97.0,20.0,7.2,0.62,,83.6,0.25,,3.2,,0.5,0.043,0.038,0.57,0.28,0.042,49.1,
20543,"Fève, surgelée, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,5.6,7.4,0.5,5.8,1.0,80.5,61.0,0.21,0.93,20.0,26.0,0.23,88.0,150.0,20.0,8.0,0.55,,102.0,0.25,,4.16,,0.5,0.061,0.055,0.98,0.13,0.038,37.1,
20587,"Lentille verte, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,127.0,10.1,16.2,0.58,8.45,0.2,64.8,39.5,0.25,2.45,20.0,34.0,0.44,160.0,215.0,20.0,5.8,1.25,,16.8,0.25,0.53,2.65,,0.5,0.094,0.022,0.52,0.24,0.11,50.5,
20588,"Lentille blonde, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,9.7,16.3,0.7,6.0,0.4,66.4,32.0,0.3,2.5,20.0,31.0,0.46,120.0,230.0,20.0,5.0,1.1,,13.6,0.25,,0.93,,0.5,0.087,0.01,0.57,0.35,0.13,43.1,
20589,"Lentille corail, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumineuses,,10.6,15.0,0.5,8.2,0.26,65.1,21.0,0.29,2.2,20.0,25.0,0.39,110.0,190.0,20.0,5.0,1.3,,12.5,0.25,,2.56,,0.5,0.12,0.01,0.47,0.24,0.082,23.0,
20700,"Légume sec, cuit (aliment moyen)","fruits, légumes, légumineuses et oléagineux",légumineuses,,8.38,12.1,0.62,9.34,1.31,69.1,52.7,0.23,1.55,5.47,34.9,0.52,159.0,235.0,6.73,4.63,0.9,0.0,16.0,0.038,0.099,2.63,,1.05,0.12,0.056,0.81,0.44,0.13,131.0,0.0
20517,"Fève à écosser, fraîche","fruits, légumes, légumineuses et oléagineux",légumineuses,,6.76,4.2,0.67,5.85,0.37,76.8,29.5,0.24,1.73,,35.5,0.49,112.0,291.0,0.6,37.5,0.79,0.0,196.0,0.0,1.16,40.9,,18.4,0.15,0.2,1.87,0.16,0.071,122.0,0.0
20521,"Lentille, germée","fruits, légumes, légumineuses et oléagineux",légumineuses,,8.86,19.0,0.58,3.1,,67.3,25.0,0.35,3.21,,37.0,0.51,173.0,322.0,,11.0,1.51,0.0,,0.0,,,,16.5,0.23,0.13,1.13,0.58,0.19,100.0,0.0
20534,"Lupin, graine crue","fruits, légumes, légumineuses et oléagineux",légumineuses,,36.2,21.5,9.74,18.9,,10.4,176.0,1.02,4.36,,198.0,2.38,440.0,1010.0,,15.0,4.75,0.0,0.0,0.0,,,,4.8,0.64,0.22,2.19,0.75,0.36,355.0,0.0
20536,"Fève, fraîche, surgelée","fruits, légumes, légumineuses et oléagineux",légumineuses,,7.5,7.95,0.22,3.6,2.15,75.8,,,,,,,,,,,,,,,,,,,,,,,,,
20537,"Haricot flageolet, surgelé","fruits, légumes, légumineuses et oléagineux",légumineuses,,9.32,25.6,0.7,4.4,0.4,55.1,,,,,,,,,,,,,,,,,,,,,,,,,
20541,"Fève, pelée, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumineuses,,14.9,14.9,0.3,6.5,2.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,
20501,"Haricot blanc, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,19.1,43.9,1.78,16.8,1.92,10.6,183.0,0.73,7.97,0.6,187.0,1.9,363.0,1660.0,8.8,11.0,3.23,0.0,0.0,0.0,0.28,5.6,,2.04,0.44,0.15,0.48,0.86,0.41,307.0,0.0
20504,"Lentille, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,,25.4,50.6,1.34,7.63,1.25,8.96,45.4,0.71,6.51,0.7,62.0,1.39,326.0,674.0,12.0,74.0,3.17,0.0,23.0,0.0,0.49,5.0,,4.5,0.69,0.21,2.3,1.75,0.55,257.0,0.0
20515,"Pois cassé, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,22.8,52.0,1.44,15.8,2.75,8.33,37.4,0.75,5.16,0.5,65.5,1.21,364.0,969.0,14.0,15.4,3.68,0.0,89.0,0.0,0.09,47.8,,1.4,0.77,0.2,2.69,1.88,0.12,154.0,0.0
20516,"Pois chiche, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,20.5,47.5,5.85,13.3,6.5,8.99,90.5,0.71,5.36,0.6,120.0,2.2,276.0,759.0,2.0,23.2,1.88,0.0,40.0,0.0,3.1,9.0,,3.5,0.49,0.18,1.52,1.59,0.48,369.0,0.0
20518,"Fève, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,,26.1,33.3,1.53,25.0,5.7,11.0,103.0,0.82,6.7,,192.0,1.63,421.0,1060.0,,13.0,3.14,0.0,32.0,0.0,0.05,9.0,,1.4,0.56,0.33,2.83,0.98,0.37,423.0,0.0
20525,"Haricot rouge, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,22.5,46.1,1.06,15.2,2.1,11.8,83.0,0.7,6.69,1.9,138.0,1.11,406.0,1360.0,,12.0,2.79,0.0,0.0,0.0,0.21,5.6,,4.5,0.61,0.22,2.11,0.78,0.4,394.0,0.0
20530,"Haricot mungo, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,24.5,47.6,1.42,16.7,,9.52,113.0,0.96,7.16,,228.0,1.28,387.0,1110.0,8.8,26.5,3.02,0.0,,0.0,1.9,170.0,,12.2,0.45,0.24,1.85,0.55,0.39,421.0,0.0
20535,"Lentille corail, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,,27.7,44.9,0.8,15.4,1.29,8.8,29.0,0.82,6.3,20.0,74.0,1.2,330.0,750.0,20.0,5.0,3.9,0.0,29.9,0.25,,9.25,,0.5,0.32,0.018,1.42,1.05,0.41,124.0,0.0
20539,"Haricot flageolet, vert, sec","fruits, légumes, légumineuses et oléagineux",légumineuses,,19.1,42.1,2.6,23.4,,8.5,,0.68,7.3,20.0,160.0,1.6,440.0,,50.0,7.9,2.3,,27.0,0.5,0.08,13.7,,0.5,0.31,0.03,1.93,0.68,0.41,121.0,
20585,"Lentille verte, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,,25.1,44.5,1.8,16.4,1.1,9.5,64.0,0.6,6.3,20.0,97.0,1.0,480.0,940.0,20.0,5.0,3.4,,36.7,0.25,,11.9,,1.63,0.29,0.046,1.98,1.34,0.35,117.0,
20586,"Lentille blonde, sèche","fruits, légumes, légumineuses et oléagineux",légumineuses,,26.1,48.3,1.9,12.1,1.4,8.8,54.0,0.79,7.4,20.0,91.0,1.2,360.0,780.0,50.0,5.0,3.0,,30.7,0.25,,9.82,,0.5,0.32,0.029,1.92,1.62,0.44,103.0,
13000,"Abricot, dénoyauté, cru","fruits, légumes, légumineuses et oléagineux",fruits,45.9,0.81,9.01,0.5,1.7,6.7,87.1,15.0,0.06,0.19,20.0,8.4,0.07,22.0,260.0,20.0,5.0,0.09,0.0,2350.0,0.0,0.7,0.8,,2.55,0.03,0.013,0.1,0.19,0.054,7.6,0.0
13002,"Ananas, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits,54.4,0.5,11.7,0.5,1.2,10.5,85.5,8.0,0.06,0.17,20.0,15.0,0.84,8.1,140.0,20.0,5.0,0.08,0.0,66.9,0.0,0.08,0.8,,46.1,0.056,0.033,0.31,0.17,0.052,19.6,0.0
13005,"Banane, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits,90.5,1.06,19.7,0.5,2.7,15.6,75.8,5.1,0.06,0.2,20.0,28.0,0.36,29.0,320.0,20.0,5.0,0.14,0.0,28.5,0.0,0.08,0.8,,7.16,0.054,0.01,0.39,0.31,0.18,19.0,0.0
13007,"Cassis, cru","fruits, légumes, légumineuses et oléagineux",fruits,,1.33,9.68,0.86,5.8,9.68,80.5,57.1,0.093,1.17,1.5,23.0,0.28,53.5,330.0,1.1,2.5,0.28,0.0,100.0,0.0,2.1,,,181.0,0.038,0.038,0.3,0.4,0.073,8.2,0.0
13008,"Cerise, dénoyautée, crue","fruits, légumes, légumineuses et oléagineux",fruits,55.7,0.81,13.0,0.3,1.6,10.0,85.7,9.9,0.08,0.17,20.0,8.8,0.06,19.0,190.0,20.0,5.0,0.06,0.0,242.0,0.0,0.08,0.8,,4.09,0.015,0.012,0.1,0.14,0.04,6.75,0.0
13009,"Citron, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits,27.6,0.5,1.56,0.5,0.5,0.8,91.3,11.0,0.04,0.15,20.0,7.9,0.02,12.0,140.0,20.0,5.0,0.33,0.0,5.0,0.0,0.08,0.8,,45.0,0.043,0.01,0.1,0.14,0.023,28.4,0.0
13010,"Coing, cru","fruits, légumes, légumineuses et oléagineux",fruits,,0.51,13.4,0.1,1.9,6.3,83.8,11.0,0.13,0.7,0.4,8.0,,17.0,197.0,,4.0,0.04,0.0,,0.0,0.55,,,15.0,0.02,0.03,0.2,0.081,0.04,3.0,0.0
13012,"Figue, crue","fruits, légumes, légumineuses et oléagineux",fruits,69.4,1.19,13.5,0.5,4.1,12.2,80.2,57.0,0.08,0.27,20.0,22.0,0.06,21.0,230.0,20.0,5.0,0.16,0.0,73.6,0.0,0.08,5.22,,0.5,0.015,0.01,0.37,0.15,0.059,24.5,0.0
13014,"Fraise, crue","fruits, légumes, légumineuses et oléagineux",fruits,38.6,0.63,6.03,0.5,3.8,5.6,90.3,18.0,0.02,0.19,20.0,12.0,0.26,23.0,140.0,20.0,5.0,0.11,0.0,5.0,0.0,0.3,0.8,,54.0,0.015,0.01,0.21,0.13,0.04,98.9,0.0
13015,"Framboise, crue","fruits, légumes, légumineuses et oléagineux",fruits,49.2,1.19,5.83,0.8,4.3,5.4,86.8,16.0,0.04,0.4,20.0,20.0,0.44,29.0,170.0,20.0,5.0,0.24,0.0,100.0,0.0,0.88,5.02,,18.7,0.015,0.02,0.35,0.85,0.032,38.1,0.0
13016,"Fruit de la passion ou maracudja, pulpe et pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,101.0,2.13,10.9,3.0,6.8,8.5,73.6,8.1,0.15,0.56,20.0,26.0,0.19,46.0,240.0,20.0,5.0,0.76,0.0,1010.0,0.0,0.5,0.8,,25.6,0.015,0.053,1.37,0.56,0.17,101.0,0.0
13018,"Grenade, pulpe et pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,80.6,1.44,14.3,1.2,2.3,13.3,79.4,9.5,0.11,0.17,20.0,12.0,0.1,27.0,230.0,20.0,5.0,0.22,0.0,12.1,0.0,0.08,0.8,,9.02,0.054,0.01,0.23,0.37,0.032,8.77,0.0
13019,"Groseille, crue","fruits, légumes, légumineuses et oléagineux",fruits,68.5,1.56,7.06,0.7,4.6,6.63,82.1,38.0,0.09,0.35,20.0,12.0,0.13,38.0,230.0,20.0,5.0,0.15,0.0,25.6,0.0,1.19,2.06,,29.8,0.041,0.01,0.18,0.65,0.03,11.8,0.0
13020,"Groseille à maquereau, crue","fruits, légumes, légumineuses et oléagineux",fruits,,0.75,4.88,0.59,4.03,,87.9,25.4,0.063,0.33,0.3,9.0,0.16,26.2,187.0,0.068,1.5,0.14,0.0,,0.0,0.69,,,29.0,0.033,0.029,0.29,0.29,0.048,8.85,0.0
13021,"Kiwi, pulpe et graines, cru","fruits, légumes, légumineuses et oléagineux",fruits,60.5,0.88,11.0,0.6,2.4,8.9,83.5,29.0,0.15,0.16,20.0,12.0,0.05,26.0,290.0,20.0,5.0,0.12,0.0,38.0,0.0,0.96,16.6,,81.9,0.015,0.021,0.23,0.24,0.036,22.2,0.0
13023,"Litchi, pulpe, cru","fruits, légumes, légumineuses et oléagineux",fruits,81.0,1.13,16.1,0.5,2.0,15.7,80.5,3.6,0.2,0.26,20.0,18.0,0.1,27.0,200.0,20.0,5.0,0.23,0.0,5.0,0.0,0.08,0.8,,19.2,0.015,0.01,1.06,0.055,0.12,28.3,0.0
13024,"Clémentine ou Mandarine, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits,47.3,0.81,9.17,0.5,1.7,8.6,87.0,23.0,0.04,0.09,20.0,9.3,0.02,18.0,140.0,20.0,5.0,0.1,0.0,147.0,0.0,0.21,0.8,,49.2,0.064,0.01,0.23,0.2,0.079,27.6,0.0
13025,"Mangue, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits,73.9,0.63,14.3,0.5,1.6,12.9,81.1,12.0,0.07,0.09,20.0,11.0,0.07,12.0,150.0,20.0,5.0,0.11,0.0,864.0,0.0,2.05,1.12,,25.0,0.015,0.01,0.72,0.18,0.1,70.2,0.0
