code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
20591,"Protéine de soja texturée, réhydratée","viandes, œufs, poissons et assimilés",substitus de produits carnés,150.0,18.6,7.03,2.9,5.61,3.65,62.8,90.0,0.69,3.3,20.0,100.0,1.3,260.0,820.0,20.0,5.0,2.1,,5.0,0.25,0.3,5.7,,0.5,0.062,0.018,0.77,0.73,0.21,52.7,
20904,"Tofu nature, préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés,148.0,13.4,2.87,8.5,0.5,0.57,73.8,100.0,0.24,2.4,20.0,100.0,0.93,210.0,140.0,20.0,10.0,1.3,0.0,5.0,0.25,0.71,12.7,,0.5,0.024,0.01,0.13,0.14,0.028,25.1,0.0
20912,"Tofu fumé, préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés,164.0,14.9,2.91,9.5,0.5,0.85,70.3,62.0,0.25,2.0,,140.0,1.1,190.0,190.0,20.0,295.0,1.4,,5.0,0.25,0.61,13.0,,0.5,0.026,0.01,0.11,0.21,0.044,16.4,0.019
25223,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés,157.0,19.5,6.76,3.7,4.86,2.57,61.2,72.0,0.54,2.8,20.0,84.0,1.0,220.0,680.0,20.0,670.0,2.0,,5.0,0.25,0.36,6.74,,0.5,0.1,0.066,0.79,0.86,0.12,48.7,
25224,"Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés,185.0,17.6,8.19,7.0,5.24,2.07,58.9,74.0,0.2,1.8,20.0,59.0,0.73,190.0,570.0,20.0,494.0,0.94,21.0,5.0,0.25,1.75,6.32,,2.86,0.15,0.11,1.12,0.37,0.095,45.6,0.13
25598,"Seitan, préemballé","viandes, œufs, poissons et assimilés",substitus de produits carnés,134.0,20.6,6.74,2.5,0.9,0.81,67.8,20.0,0.23,1.5,20.0,18.0,0.61,62.0,75.0,30.0,451.0,1.2,,24.6,0.25,0.51,0.8,,0.5,0.036,0.03,6.92,0.16,0.022,14.7,0.038
19023,"Lait entier, UHT",produits laitiers et assimilés,laits,65.1,3.32,4.85,3.63,0.0,4.2,87.5,120.0,0.01,0.01,20.0,9.8,0.01,97.0,160.0,50.0,44.2,0.37,31.4,21.9,0.25,0.089,0.8,0.9,0.5,0.041,0.17,0.1,0.43,0.02,2.5,0.24
19024,"Lait entier, pasteurisé",produits laitiers et assimilés,laits,56.5,3.3,3.47,3.3,0.0,,89.1,117.0,0.1,0.04,24.3,10.9,0.002,93.0,140.0,2.2,79.0,0.37,38.5,20.2,0.1,0.089,0.0,,1.2,0.042,0.17,0.092,0.34,0.047,11.0,0.32
19037,"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",produits laitiers et assimilés,laits,46.6,3.38,4.8,1.52,0.0,4.5,89.4,120.0,0.01,0.05,20.0,9.8,0.01,84.0,160.0,20.0,36.0,0.37,15.7,,0.78,0.08,0.8,,0.5,0.023,1.16,0.1,0.28,0.023,5.39,0.21
19038,"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",produits laitiers et assimilés,laits,44.1,3.38,4.79,1.25,0.0,4.5,89.7,120.0,0.01,0.05,20.0,9.9,0.01,86.0,160.0,20.0,35.0,0.38,36.8,,0.81,2.02,9.24,,0.5,0.17,1.82,2.12,0.9,0.23,16.1,0.5
19039,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",produits laitiers et assimilés,laits,47.3,3.38,4.82,1.59,0.0,4.62,89.4,117.0,0.0082,0.041,11.9,11.8,0.0033,89.4,166.0,6.47,36.6,0.39,18.7,10.3,0.27,0.11,0.23,,1.31,0.056,0.24,0.087,0.41,0.035,8.52,0.36
19041,"Lait demi-écrémé, UHT",produits laitiers et assimilés,laits,47.0,3.38,4.83,1.55,0.0,4.66,89.4,117.0,0.0087,0.045,12.1,12.1,0.0031,89.1,167.0,10.0,36.0,0.39,19.2,9.45,0.5,0.13,0.2,,1.5,0.06,0.18,0.093,0.41,0.037,9.49,0.38
19042,"Lait demi-écrémé, pasteurisé",produits laitiers et assimilés,laits,46.4,3.19,4.9,1.54,0.0,4.81,89.4,119.0,0.0031,0.031,17.9,11.1,0.002,96.0,153.0,3.35,31.0,0.41,13.2,8.33,0.085,0.041,0.0,,1.3,0.047,0.18,0.097,0.34,0.048,11.5,0.49
19050,"Lait écrémé, UHT",produits laitiers et assimilés,laits,33.4,3.51,4.64,0.06,0.0,4.64,90.9,105.0,0.007,0.028,13.5,12.3,0.0028,92.1,166.0,10.0,39.0,0.37,1.0,,,,,,0.89,0.049,0.19,0.09,0.42,0.041,5.11,0.39
19051,"Lait écrémé, pasteurisé",produits laitiers et assimilés,laits,34.5,3.28,4.99,0.19,0.0,4.93,90.8,123.0,0.012,0.03,24.3,11.6,0.0055,99.0,157.0,1.66,43.2,0.42,1.78,7.0,0.075,0.009,0.0,,1.3,0.043,0.18,0.092,0.36,0.044,4.9,0.49
19060,Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose,produits laitiers et assimilés,laits,44.4,3.45,4.69,1.29,0.0,4.66,89.7,120.0,,,,,,,,,35.0,,,,,,,,,,,,,,,
19200,"Lait de chèvre, entier, UHT",produits laitiers et assimilés,laits,56.1,3.39,4.35,2.83,0.0,4.35,87.0,134.0,0.05,0.05,15.3,14.0,0.0053,111.0,204.0,2.0,50.0,0.3,35.2,0.0,0.06,0.04,,,1.3,0.048,0.14,0.28,0.31,0.046,1.0,0.07
19201,"Lait de chèvre, demi-écrémé, UHT",produits laitiers et assimilés,laits,45.8,3.77,4.13,1.57,0.0,4.13,89.6,110.0,0.01,0.02,20.0,13.0,0.01,110.0,190.0,20.0,58.6,0.33,13.4,5.0,0.03,0.08,0.8,,0.5,0.026,0.088,0.23,0.29,0.013,5.0,0.05
19202,"Lait de chèvre, entier, cru",produits laitiers et assimilés,laits,57.4,3.22,4.01,3.2,0.0,4.01,88.7,107.0,0.1,0.17,25.0,12.9,,77.6,,4.0,36.6,0.33,25.8,,0.2,0.056,,,0.2,0.041,0.11,0.2,0.22,0.025,6.83,
19225,"Lait de jument, entier",produits laitiers et assimilés,laits,50.0,2.41,6.18,1.73,0.0,,89.2,87.4,0.03,0.065,,7.95,,54.0,63.3,,20.0,0.15,12.0,32.0,,0.026,,,15.0,0.03,0.034,0.14,0.3,0.03,,0.3
19250,"Lait de brebis, entier",produits laitiers et assimilés,laits,103.0,5.68,4.5,6.97,0.0,4.5,82.2,199.0,0.011,0.46,23.3,17.1,0.018,158.0,103.0,3.0,44.0,0.54,20.3,0.0,0.2,0.15,,,4.2,0.057,0.34,0.42,0.41,0.06,9.19,0.71
19021,"Lait en poudre, entier",produits laitiers et assimilés,laits,499.0,27.4,37.5,26.8,0.0,37.5,2.4,960.0,0.058,0.62,7.0,93.0,0.061,810.0,1190.0,14.0,360.0,3.91,228.0,170.0,1.2,0.68,,,10.0,0.33,1.42,0.65,2.27,0.3,37.0,3.25
19026,"Lait concentré non sucré, entier",produits laitiers et assimilés,laits,122.0,6.44,9.91,5.9,3.0,9.47,74.5,273.0,,0.06,23.0,25.7,0.011,225.0,339.0,2.1,95.0,0.8,145.0,,0.1,0.2,,,1.9,0.055,0.34,0.2,2.16,0.28,30.7,0.16
19027,"Lait concentré sucré, entier",produits laitiers et assimilés,laits,323.0,7.7,55.6,7.87,0.0,55.6,27.2,290.0,0.013,0.19,24.5,25.2,0.0056,253.0,371.0,4.5,85.2,0.96,73.0,14.0,0.2,0.16,0.6,,2.6,0.09,0.42,0.21,0.75,0.051,11.0,0.44
19044,"Lait en poudre, demi-écrémé",produits laitiers et assimilés,laits,459.0,31.5,43.4,17.5,0.0,43.4,2.47,1030.0,,0.35,77.5,97.0,0.048,829.0,1330.0,8.8,313.0,3.7,310.0,,0.2,0.4,,,,0.21,1.71,0.8,3.07,0.32,69.0,2.8
19054,"Lait en poudre, écrémé",produits laitiers et assimilés,laits,361.0,35.3,54.0,0.7,0.0,53.1,1.95,1250.0,0.07,0.31,7.0,112.0,0.05,966.0,1670.0,13.0,482.0,4.47,9.75,1.0,0.018,0.027,0.1,,6.1,0.43,1.5,0.91,3.5,0.42,35.5,4.02
19500,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés,,2.9,3.64,0.1,0.35,3.56,,,,,,,,,,,42.0,,,,0.75,,,,,,,,,0.21,,
19508,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,73.7,2.98,11.6,1.4,0.028,11.3,82.4,115.0,0.01,0.12,20.0,11.0,0.01,82.0,140.0,20.0,31.3,0.42,21.0,7.0,0.75,0.08,0.8,,0.5,0.038,0.14,0.1,0.33,0.029,5.12,0.2
19516,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés,,2.81,12.7,1.52,0.033,12.5,,120.0,,,,,,,,,40.5,,,,0.81,,,,,,,,,0.21,,
19534,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.08,12.6,1.2,,12.0,,134.0,,,,,,,,,36.1,,,,0.83,,,,,,0.21,,,,,0.38
19535,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,82.8,3.09,13.1,1.69,0.079,12.8,,133.0,0.004,0.13,11.0,10.0,0.002,82.0,116.0,1.0,46.9,0.3,15.0,7.0,0.75,0.05,,,0.5,0.031,0.16,0.11,0.29,0.05,28.0,0.07
19536,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.03,13.9,1.5,0.11,13.5,,172.0,,,,,,,,,40.0,,,,1.14,,,,,,0.21,,,,,0.38
19538,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",produits laitiers et assimilés,produits laitiers frais et assimilés,,2.76,12.9,1.6,0.05,12.9,83.4,99.1,0.1,0.1,9.6,7.8,0.1,66.0,112.0,5.0,40.0,0.3,8.0,8.0,0.5,0.015,,,0.5,0.021,0.14,0.07,0.23,0.036,8.9,0.095
19539,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,94.4,3.83,11.5,3.1,3.0,11.5,78.4,122.0,0.007,1.0,8.1,11.7,0.001,101.0,139.0,1.1,40.0,0.41,2.0,50.0,0.3,0.1,,,1.0,0.04,0.19,0.12,0.47,0.05,5.3,0.22
19541,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.67,6.71,0.094,1.08,6.37,,155.0,,,,,,,,,71.1,,,,,,,,,,,,,,,0.31
19542,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,97.2,3.57,13.0,3.01,0.65,12.9,78.0,122.0,0.1,,12.6,12.0,0.1,92.0,153.0,5.0,53.8,0.42,,38.0,,,,,,,,,,,,0.24
19543,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.88,6.6,0.5,0.45,5.7,,130.0,,,,,,,,,65.0,,,,,,,,,,,,,,,
19544,"Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.39,5.75,0.3,0.0,5.75,,149.0,,,,,,,,,55.0,,,,,,,,,,,,,,,
19546,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,64.5,3.84,3.47,3.6,0.18,3.32,87.2,130.0,0.1,0.07,11.5,12.1,0.1,97.3,145.0,2.2,47.6,0.45,,,0.5,0.3,,,0.5,0.04,0.22,0.088,0.3,0.049,12.3,0.23
19548,"Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.81,13.3,2.72,0.78,12.6,,120.0,,,,,,,,,58.3,,,,,,,,,,,,,,,
19550,"Yaourt à la grecque, au lait de brebis",produits laitiers et assimilés,produits laitiers frais et assimilés,69.1,3.84,4.99,3.4,0.0,2.6,85.7,170.0,0.01,0.04,40.0,15.0,0.01,130.0,110.0,20.0,3.15,0.43,37.2,5.0,0.25,0.08,0.8,,0.5,0.049,0.22,0.31,0.29,0.013,31.9,0.53
19552,"Yaourt à la grecque, sur lit de fruits",produits laitiers et assimilés,produits laitiers frais et assimilés,,2.31,16.3,6.3,0.38,15.0,75.2,104.0,0.02,0.07,20.0,8.4,0.12,71.0,110.0,20.0,38.7,0.27,55.0,37.1,,0.25,1.17,,0.5,0.028,0.1,0.1,0.24,0.031,5.14,0.22
19553,"Yaourt au lait de brebis, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,93.7,5.04,9.33,3.7,0.0,8.3,80.0,180.0,0.01,0.06,70.0,16.0,0.01,120.0,110.0,20.0,47.0,0.43,35.0,5.0,0.25,0.08,1.42,,0.5,0.05,0.23,0.1,0.35,0.02,17.6,0.27
19554,"Yaourt au lait de brebis, nature, 3% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.72,4.6,3.0,0.13,2.8,,,,,,,,,,,47.5,,,,,,,,,,,,,,,
19556,"Yaourt au lait de chèvre, nature, 5% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,73.4,4.15,1.12,5.2,3.0,1.12,86.2,160.0,0.01,0.2,,14.0,,110.0,170.0,,36.0,0.4,,,,0.03,,,1.0,0.04,0.17,0.27,0.23,0.06,7.0,
19557,"Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,,2.95,15.2,3.91,0.42,14.6,79.8,88.5,,,,,,,,,39.2,,,,,,,,,,,,,,,
19558,"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.63,8.25,1.08,0.3,6.78,86.1,130.0,0.2,0.42,19.0,13.9,0.07,103.0,177.0,1.9,67.0,0.5,1.0,2.0,0.0,0.2,,,3.0,0.1,0.29,0.93,0.73,0.14,36.6,0.3
19559,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,54.5,4.53,8.29,0.06,,4.23,85.2,141.0,0.1,,15.1,,0.1,,,5.0,57.5,0.52,2.0,8.0,1.25,,,,,,,,,,,
19575,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,89.1,3.42,12.2,2.6,0.17,12.1,79.8,120.0,0.1,0.1,8.17,10.9,0.1,86.0,140.0,2.78,50.9,0.4,26.0,13.0,0.76,0.041,0.0,,0.5,0.17,0.22,0.13,0.9,0.05,20.0,0.18
19577,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.08,13.4,5.45,0.083,12.4,77.6,105.0,0.01,0.04,20.0,9.2,0.01,82.0,120.0,20.0,35.5,0.38,49.1,29.5,0.75,0.15,0.8,,0.5,0.1,0.15,0.1,0.62,0.034,14.7,0.19
19578,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.43,13.6,1.79,0.075,12.9,79.5,156.0,,,,12.0,,90.0,,,50.0,,,,1.24,,,,,,0.21,,,,,0.38
19579,"Yaourt, lait fermenté ou spécialité laitière, aux céréales",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.64,11.3,3.43,1.0,9.9,74.1,125.0,0.1,0.085,5.0,12.6,0.01,95.0,145.0,5.0,42.3,0.4,28.1,,0.093,0.084,0.0,,0.1,0.036,0.16,0.12,0.31,0.042,23.0,0.15
19580,"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,122.0,3.51,14.1,5.1,3.0,14.0,74.2,120.0,0.02,0.3,17.0,14.0,0.02,98.0,178.0,1.3,34.0,0.4,42.0,19.0,0.1,0.16,,,0.2,0.04,0.2,0.15,0.34,0.05,20.0,0.19
19581,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,38.9,4.21,3.72,0.3,3.0,3.72,88.5,122.0,0.016,0.2,11.6,14.1,0.089,95.0,159.0,4.5,46.0,0.41,3.0,87.0,,0.08,,,0.5,0.1,0.27,0.26,0.65,0.15,30.5,0.16
19582,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.54,7.45,0.097,0.66,6.31,87.0,163.0,0.02,0.06,20.0,14.0,0.04,120.0,220.0,20.0,64.8,0.52,21.0,35.7,1.44,,0.8,,0.5,0.049,0.21,0.16,0.55,0.044,7.88,0.32
19587,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,95.7,3.61,14.2,2.4,0.22,13.6,77.8,127.0,0.01,0.13,7.3,10.4,0.1,78.5,157.0,3.35,46.8,0.35,19.5,21.5,0.2,0.051,0.1,,0.43,0.032,0.33,0.17,0.55,0.057,22.0,0.09
19589,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés,109.0,2.42,14.5,4.28,0.21,13.7,77.1,83.0,0.01,0.05,20.0,8.5,0.07,68.0,140.0,20.0,37.0,0.3,43.0,40.7,0.25,0.2,1.13,,0.5,0.015,0.13,0.1,0.24,0.026,15.0,0.2
19592,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.51,14.0,2.35,0.1,12.7,78.9,129.0,0.01,0.04,20.0,12.0,0.02,94.0,160.0,20.0,44.8,0.44,25.3,103.0,0.93,0.21,0.8,,0.5,0.046,0.18,0.13,0.43,0.038,5.0,0.25
19593,"Yaourt, lait fermenté ou spécialité laitière, nature",produits laitiers et assimilés,produits laitiers frais et assimilés,45.5,3.96,2.65,1.5,3.0,2.65,88.6,128.0,0.0078,0.25,26.3,12.5,0.0053,98.0,176.0,3.35,43.0,0.39,11.0,6.0,0.8,0.076,0.2,0.68,0.5,0.04,0.26,0.19,0.31,0.057,25.0,0.33
19594,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,39.4,4.82,4.1,0.064,,4.1,88.9,129.0,0.0083,0.1,27.8,13.6,0.0026,105.0,182.0,4.5,57.3,0.46,3.0,8.0,0.8,0.0,0.2,0.1,0.5,0.042,0.24,0.26,0.44,0.065,28.0,0.29
19596,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.59,5.0,0.0,0.5,4.8,,120.0,,,,,,,,,54.0,,,,0.8,,,,,,,,,,,
19597,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.41,5.4,1.17,0.13,5.13,,184.0,,,,,,,,,66.0,,,,1.83,,,,,,,,,,,0.25
19598,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",produits laitiers et assimilés,produits laitiers frais et assimilés,115.0,3.06,3.08,9.8,,3.08,82.6,110.0,0.01,0.05,20.0,9.4,0.01,86.0,150.0,20.0,35.0,0.35,84.7,39.1,0.25,0.22,0.8,,0.5,0.015,0.075,0.1,0.48,0.024,5.0,0.21
19599,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,84.3,3.48,12.5,1.95,,12.5,80.2,120.0,0.1,0.23,8.0,11.4,0.1,92.5,157.0,5.0,48.8,0.41,25.0,14.0,0.5,0.07,,,0.5,0.04,0.21,0.16,0.27,0.04,14.6,0.2
19600,Yaourt ou spécialité laitière nature (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés,56.8,3.88,4.73,2.3,0.86,4.67,86.5,127.0,0.02,0.2,20.8,12.1,0.018,96.4,167.0,2.17,44.8,0.4,16.2,8.7,0.61,0.095,0.21,0.67,0.26,0.033,0.23,0.16,0.31,0.048,20.7,0.28
19624,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés,69.4,3.65,7.47,2.5,0.71,7.24,84.0,121.0,0.018,0.16,16.9,11.5,0.033,90.2,161.0,3.24,44.4,0.38,20.0,20.0,0.48,0.1,0.37,,0.28,0.033,0.23,0.15,0.35,0.051,20.5,0.24
19628,Yaourt ou spécialité laitière aux fruits (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés,93.1,3.2,12.8,2.89,0.43,12.2,79.1,109.0,0.014,0.092,9.69,10.3,0.062,78.3,149.0,5.25,43.6,0.34,27.0,39.1,0.16,0.12,0.66,,0.31,0.032,0.23,0.13,0.42,0.056,20.1,0.16
19669,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",produits laitiers et assimilés,produits laitiers frais et assimilés,98.3,7.46,11.5,2.29,0.0,11.3,76.3,110.0,0.02,0.06,20.0,9.5,0.04,120.0,120.0,20.0,33.0,0.39,23.0,26.4,2.43,0.16,0.8,,0.5,0.015,0.13,0.1,0.37,0.03,36.7,0.58
19671,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,42.4,4.29,4.92,0.13,1.12,4.01,87.7,129.0,0.024,0.19,12.9,14.0,0.078,97.2,164.0,2.84,49.7,0.44,2.02,66.1,,0.08,,,0.25,0.097,0.26,0.25,0.64,0.14,28.5,0.17
19672,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,93.2,3.24,12.9,2.81,0.27,12.5,79.0,115.0,0.027,0.12,8.81,10.4,0.044,82.4,142.0,4.11,44.1,0.37,25.4,21.4,0.52,0.078,0.32,,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
19675,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,42.4,4.29,4.92,0.13,1.12,4.01,87.7,129.0,0.024,0.19,12.9,14.0,0.078,97.2,164.0,2.84,49.7,0.44,2.02,66.1,,0.08,,,0.25,0.097,0.26,0.25,0.64,0.14,28.5,0.17
19676,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,93.3,3.24,13.0,2.83,0.27,12.6,78.8,115.0,0.027,0.12,8.83,10.4,0.044,82.3,144.0,4.11,44.6,0.37,25.4,21.4,0.52,0.078,0.32,,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
19677,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,93.2,3.24,13.0,2.83,0.27,12.6,78.8,115.0,0.027,0.12,8.81,10.4,0.044,82.2,144.0,4.11,44.6,0.37,25.4,21.4,0.52,0.078,0.32,,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
19682,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",produits laitiers et assimilés,produits laitiers frais et assimilés,89.3,3.32,12.4,2.63,0.33,12.0,79.5,116.0,0.027,0.13,9.14,10.6,0.047,83.2,145.0,4.01,45.0,0.38,23.5,24.9,0.54,0.078,0.32,,0.33,0.089,0.21,0.12,0.61,0.048,17.5,0.19
19801,"Lait fermenté à boire, nature, maigre",produits laitiers et assimilés,produits laitiers frais et assimilés,33.6,3.51,2.18,0.6,3.0,2.18,90.6,160.0,0.0095,1.0,17.0,10.2,1.0,91.0,120.0,5.0,35.0,1.0,2.0,50.0,0.0,0.1,0.1,,1.25,0.05,0.09,0.05,0.38,0.05,7.8,0.24
19805,"Lait fermenté à boire, nature, au lait entier",produits laitiers et assimilés,produits laitiers frais et assimilés,55.7,3.38,1.99,3.2,3.0,1.99,88.3,127.0,0.01,0.05,24.3,12.7,0.009,95.0,155.0,1.3,35.0,0.44,30.6,,0.1,0.092,0.0,8.15,0.3,0.045,0.2,0.087,0.31,0.038,6.0,0.18
19860,"Yaourt à la grecque, nature",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.32,4.21,9.22,0.14,3.9,80.4,139.0,,,,,,,,,34.5,,,,,,,,,,,,,,,
19862,"Yaourt à la grecque, aromatisé, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.29,12.8,8.2,0.0,12.6,,158.0,,,,,,,,,70.0,,,,,,,,,,,,,,,
19865,Kéfir de lait,produits laitiers et assimilés,produits laitiers frais et assimilés,,3.19,4.5,3.5,0.0,3.62,87.6,127.0,0.01,0.05,24.3,12.7,0.009,95.0,155.0,1.3,49.0,0.44,30.6,,0.1,0.092,0.0,,0.3,0.045,0.2,0.087,0.31,0.038,21.0,0.18
19882,"Yaourt au lait de brebis, nature, 6% MG environ",produits laitiers et assimilés,produits laitiers frais et assimilés,,5.14,4.56,6.08,1.0,2.8,,183.0,,,,,,,,,40.0,,,,,,,,,,,,,,,
19501,Fromage blanc nature ou aux fruits (aliment moyen),produits laitiers et assimilés,produits laitiers frais et assimilés,87.7,7.1,5.68,4.31,0.0048,5.0,81.5,122.0,0.019,0.29,29.3,10.3,0.024,107.0,137.0,1.91,47.1,0.47,48.9,25.4,0.71,0.078,,,0.1,0.038,0.22,0.16,0.38,0.04,19.8,0.36
19572,"Fromage frais type petit suisse, aromatisé chocolat, sucré",produits laitiers et assimilés,produits laitiers frais et assimilés,,3.95,20.9,5.18,0.2,18.9,62.4,144.0,,,,8.0,,66.0,321.0,,108.0,,,,,,,,,,,,,,,
19638,Faisselle au coulis de fruits,produits laitiers et assimilés,produits laitiers frais et assimilés,,3.57,8.5,5.0,,8.5,,,,,,,,,,,30.7,,,,,,,,,,,,,,,
19639,"Faisselle, 0% MG",produits laitiers et assimilés,produits laitiers frais et assimilés,,4.47,4.44,0.0,,3.99,89.9,124.0,,,,,,98.2,151.0,,42.5,,,,,,,,,,0.15,,,,,0.39
